message_id,message_text,category,urgency,channel,student_type,created_hour
MSG-00888,Can an advisor check whether I am on track to graduate?,academic_advising,low,email,online,9
MSG-00889,"I have a question about student services and could use guidance. Also, the information page is confusing. not urgent.",general,low,chat,undergraduate,2
MSG-00890,The learning platform will not load my quiz and it is due tonight.,technical_support,high,web_form,international,3
MSG-00891,i need an appointment because i have been feeling overwhelmed all week,health_wellness,high,web_form,international,21
MSG-00892,I am not sure which requirement CHEM 110 satisfies for my major. today if possible.,academic_advising,medium,web_form,international,14
MSG-00893,need help asap!!,general,low,web_form,online,21
MSG-00894,can i talk to someone today about anxiety and missing classes? pls,health_wellness,medium,email,international,2
MSG-00895,I tested positive and need to know what to do about attendance. I am stuck.,health_wellness,medium,chat,online,5
MSG-00896,my schedule has the wrong lab section and i need it fixed.,registration,low,chat,undergraduate,12
MSG-00897,I uploaded FAFSA documents but the portal still says incomplete. I might lose access.,financial_aid,high,web_form,undergraduate,13
MSG-00898,help,financial_aid,low,web_form,graduate,6
MSG-00899,"The learning platform will not load my quiz and it is due in two days. Also, the portal page is confusing. when you have time.",technical_support,low,chat,international,9
MSG-00900,"I am not sure which requirement CS 150 satisfies for my major. Also, the overload page is confusing. :/",academic_advising,low,chat,undergraduate,17
MSG-00901,"I am not sure which requirement CS 150 satisfies for my major. Also, the major page is confusing. please call me ASAP.",academic_advising,high,web_form,online,8
MSG-00902,Can an advisor check whether I am on track to graduate?,academic_advising,medium,email,graduate,23
MSG-00903,"I want to change majors and need to know the next step. Also, the requirement page is confusing. just checking.",academic_advising,low,chat,graduate,13
MSG-00904,help,registration,medium,email,undergraduate,9
MSG-00905,"Hi team, I have a question about student services and could use guidance. I already checked the student portal and could not find a clear answer.",general,high,chat,international,17
MSG-00906,I have a question about student services and could use guidance.,general,medium,web_form,graduate,13
MSG-00907,My roommate assignment canged and I never received an explanation. next week is fine.,housing,low,chat,online,22
MSG-00908,"Hi team, The learning platform will not load my quiz and it is due tomorrow. Also, the login page is confusing. just checking. I already checked the student portal and could not find a clear answer.",technical_support,low,web_form,online,1
MSG-00909,My aid package still has not posted and tition is due in two days.,financial_aid,high,email,international,14
MSG-00910,confused about this,financial_aid,medium,chat,undergraduate,14
MSG-00911,"Can an advisor check whether I am on track to graduate? Also, the major page is confusing. please call me ASAP.",academic_advising,high,email,undergraduate,21
MSG-00912,"Hi team, I have a question about student services and could use guidance. Also, the services page is confusing. next week is fine. I already checked the student portal and could not find a clear answer.",general,low,web_form,online,21
MSG-00913,"Hi, I am not sure who to contact about this question. Also, the information age is confusing.",general,medium,chat,international,22
MSG-00914,"Hi team, My aid package still has not posted and tuition is due in two days. Also, the payment page is confusing. I already checked the student portal and could not find a clear answer.",financial_aid,medium,email,international,19
MSG-00915,"Hi team, Can you point me to the right office for a campus policy issue? I already checked the student portal and could not find a clear answer",general,low,chat,international,5
MSG-00916,I need to drop a course before the deadline but the button is missing. just checking.,registration,low,web_form,international,7
MSG-00917,The portal shows an error code when I try to submit the form.,technical_support,low,chat,online,18
MSG-00918,My campus login keeps failing even after I reset my password. emergency.,technical_support,high,email,graduate,7
MSG-00919,I am not sure which requirement HIST 305 satisfies for my major. when you have time.,academic_advising,low,email,undergraduate,1
MSG-00920,"Hi team, Can I talk to someone today about anxiety and missing classes? I already checked the student portal and could not find a clear answer.",health_wellness,low,web_form,online,22
MSG-00921,My roommate assignment changed and I never received an explanation,housing,low,web_form,undergraduate,15
MSG-00922,The waitlist says open but the system will not let me add the class.,registration,medium,email,undergraduate,11
MSG-00923,"I tested positive and need to know what to do about attendance. Also, the safety page is confusing. I am stuck.!!",health_wellness,medium,chat,international,9
MSG-00924,"can i talk to someone today about anxiety and missing classes? also, the wellness page is confusing.",health_wellness,high,web_form,graduate,13
MSG-00925,There is no hot water in my dorm and the work order is still pending. :/,housing,low,web_form,online,19
MSG-00926,"i need help settng up a payment plan before classes start. also, the payment page is confusing.",financial_aid,low,chat,online,20
MSG-00927,can an advisor check whether i am on track to graduate? today if possible.,academic_advising,medium,chat,undergraduate,14
MSG-00928,need help asap,academic_advising,low,email,online,10
MSG-00929,i am not sure which requirement hist 305 satisfies for my major. next week is fine.,academic_advising,low,email,graduate,4
MSG-00930,I need an appointment becase I have been feeling overwhelmed all week. soon. thx,health_wellness,medium,web_form,graduate,17
MSG-00931,"Hi team, I need approval for an overload because this is my final semester I already checked the student portal and could not find a clear answer thx",academic_advising,medium,web_form,international,0
MSG-00932,I need approval for an overload because this is my final emester.,academic_advising,low,web_form,undergraduate,23
MSG-00933,"Can I move rooms because the noise is affecting my sleep? Also, the dorm page is confusing emergency",housing,high,web_form,international,17
MSG-00934,The learning platform will not load my quiz and it is due tonight.!!,technical_support,medium,web_form,graduate,15
MSG-00935,"i cannot register for math 220 because there is a hold on my account. also, the hold page is confusing. when you have time.",registration,low,web_form,international,14
MSG-00936,"The waitlist says open but the system will not let me add the class. Also, the add page is confusing.",registration,medium,chat,international,17
MSG-00937,can an advisor check whether i am on track to graduate?,academic_advising,low,web_form,undergraduate,12
MSG-00938,"I need to request housing accommodation documentation review. Also, the roommate page is confusing. I am stuck. thx",housing,medium,chat,undergraduate,21
MSG-00939,"Hi team, help I already checked the student portal and could not find a clear answer.",general,low,email,graduate,20
MSG-00940,I uploaded FAFSA documents but the portal still says incomplete.,financial_aid,medium,chat,undergraduate,0
MSG-00941,"My aid package still has not posted and tuition is due this week. Also, the loan page is confusing.",financial_aid,medium,web_form,international,1
MSG-00942,confused about this,housing,low,email,undergraduate,0
MSG-00943,"Hi team, Can you point me to the right office for a campus policy issue? not urgent. I already checked the student portal and could not find a clear answer.",general,low,email,undergraduate,17
MSG-00944,I cannot register for MATH 220 because there is a hold on my account.!!,registration,medium,chat,undergraduate,20
MSG-00945,"my aid package still has not posted and tuition is due in two days. also, the bill page is confusing.",financial_aid,medium,email,international,9
MSG-00946,"Hi team, I need approval for an overload because this is my final semester I already checked the student portal and could not find a clear answer",academic_advising,high,email,online,10
MSG-00947,"The waitlist says open but the system will not let me add the class. Also, the add page is confusing.",registration,high,email,undergraduate,0
MSG-00948,"my campus login keeps failing even after i reset my password. also, the portal page is confusing.",technical_support,low,chat,online,14
MSG-00949,I cannot register for ENG 201 because there is a hold on my account. :/,registration,low,chat,international,5
MSG-00950,"hi team, there is no hot water in my dorm and the work order is still pending also, the move-in page is confusing i already checked the student portal and could not find a clear answer",housing,low,chat,undergraduate,2
MSG-00951,"hi team, need help asap i already checked the student portal and could not find a clear answer.",health_wellness,high,email,international,18
MSG-00952,confused about this,financial_aid,low,web_form,undergraduate,22
MSG-00953,I uploaded FAFSA documents but the portal still says incomplete.,financial_aid,high,web_form,international,10
MSG-00954,need help asap,general,low,web_form,graduate,1
MSG-00955,confused about this,registration,low,email,undergraduate,20
MSG-00956,the waitlist says open but the system will not let me add the class.,registration,low,email,online,10
MSG-00957,Please let me know where this request should go.,general,low,email,undergraduate,20
MSG-00958,"hi team, i need help setting up a payment plan before classes start. i already checked the student portal and could not find a clear answer.",financial_aid,medium,web_form,international,2
MSG-00959,The learning platform will not load my quiz and it is due tomorrow. before Friday.,technical_support,medium,email,online,7
MSG-00960,"My campus login keeps failing even after I reset my password Also, the portal page is confusing.",technical_support,high,email,graduate,18
MSG-00961,Can I move rooms because the noise is affecting my sleep?,housing,low,web_form,international,20
MSG-00962,Can an advisor check whether I am on track to graduate?,academic_advising,low,web_form,online,8
MSG-00963,The waitlist says open but the system will not let me add the class???,registration,medium,web_form,international,21
MSG-00964,I need approval for an overload because this is my final semester.,academic_advising,low,chat,international,6
MSG-00965,I need to request housing accommodation documentation review.???,housing,low,chat,undergraduate,17
MSG-00966,"I cannot access email from my phone after the security update. Also, the error page is confusing.",technical_support,low,email,undergraduate,14
MSG-00967,Can you point me to the right office for a campus policy issue?,general,low,chat,undergraduate,9
MSG-00968,"hi team, can i talk to someone today about anxiety and missing classes? i already checked the student portal and could not find a clear answer.",health_wellness,high,chat,international,5
MSG-00969,"I uploaded FAFSA documents but the portal still says incomplete. Also, the scholarship page is confusing. when you have time.",financial_aid,low,chat,international,21
MSG-00970,My campus login keeps failing even after I reset my password.,technical_support,medium,chat,online,14
MSG-00971,help,financial_aid,medium,email,international,10
MSG-00972,My campus login keeps failing even after I reset my password. before Friday.!!,technical_support,medium,email,undergraduate,6
MSG-00973,"My campus login keeps failing even after I reset my password. Also, the password page is confusing.???",technical_support,medium,web_form,online,7
MSG-00974,"I need to request housing accommodation documentation review Also, the roommate page is confusing",housing,medium,chat,online,22
MSG-00975,"Hi team, The learning platform will not load my quiz and it is due tonight. emergency. I already checked the student portal and could not find a clear answer.",technical_support,high,chat,online,3
MSG-00976,need help asap,technical_support,high,chat,online,22
MSG-00977,I cannot access email from my phone after the security update. before Friday.???,technical_support,medium,web_form,undergraduate,20
MSG-00978,"hi team, i uploaded fafsa documents but the portal still says incomplete. i already checked the student portal and could not find a clear answer.",financial_aid,medium,chat,graduate,11
MSG-00979,the learning platform will not loadmy quiz and it is due in two days. emergency.,technical_support,high,web_form,international,3
MSG-00980,confused about this,technical_support,low,web_form,international,15
MSG-00981,confused about this,financial_aid,low,email,international,14
MSG-00982,"Hi team, Can an advisor check whether I am on track to graduate? Also, the overload page is confusing. when you have time. I already checked the student portal and could not find a clear answer.!!",academic_advising,low,email,graduate,18
MSG-00983,"hi team, my schedule has the wrong lab section and i need it fixed. i already checked the student portal and could not find a clear answer.",registration,medium,email,online,20
MSG-00984,"Can I move rooms because the noise is affecting my sleep? Also, the meal plan page is confusing.",housing,medium,web_form,online,10
MSG-00985,help,registration,low,chat,online,0
MSG-00986,"The portal shows an error code when I try to submit the form Also, the portal page is confusing",technical_support,low,email,online,11
MSG-00987,"Hi team, I need to request housing accommodation documentation review. Also, the residence page is confusing. I already checked the student portal and could not find a clear answer.",housing,high,chat,online,2
MSG-00988,"i uploaded fafsa documents but the portal still says incomplete. also, te loan page is confusing.",financial_aid,medium,chat,graduate,2
MSG-00989,I tested positive and need to know what to do about attendance.,health_wellness,high,chat,undergraduate,9
MSG-00990,Can an advisor check whether I am on track to grduate?,academic_advising,low,email,undergraduate,18
MSG-00991,"Hi team, My schedule has the wrong lab section and I need it fixed. Also, the register page is confusing. today if possible. I lready checked the student portal and could not find a clear answer.",registration,medium,web_form,international,6
MSG-00992,My schedule has the wrong lab section and I need it fixed,registration,medium,web_form,graduate,18
MSG-00993,I uploaded FAFSA documents but the portal still says incomplete.,financial_aid,low,chat,undergraduate,17
MSG-00994,"hi, i am not sure who to contact about this question.",general,high,email,graduate,9
MSG-00995,"Please let me know where this request shoul go. Also, the information page is confusing.",general,low,web_form,online,17
MSG-00996,I tested positive and need to know what to do about attendance.,health_wellness,low,email,international,6
MSG-00997,"Can I talk to someone today about anxiety and missing classes? Also, the health page is confusing.",health_wellness,low,email,graduate,6
MSG-00998,need help asap,financial_aid,high,web_form,undergraduate,21
MSG-00999,i have a question about student services and could use guidance.,general,medium,email,graduate,7
MSG-01000,"Hi team, I cannot access email from my phone after the security update. Also, the login page is confusing. I already checked the student portal and could not find a clear answer.",technical_support,medium,email,undergraduate,14
MSG-01001,The learning platform will not load my quiz and it is due tomorrow.,technical_support,high,chat,online,10
MSG-01002,can i talk to someone today about anxiety and missing classes? i am stuck.,health_wellness,medium,email,graduate,10
MSG-01003,"I need approval for an overload because this is my final semester Also, the requirement page is confusing",academic_advising,medium,email,undergraduate,4
MSG-01004,"My aid package still has not posted and tuition is due in two days. Also, the FAFSA page is confusing.",financial_aid,high,chat,undergraduate,15
MSG-01005,The waitlist says open but the system will not let me add the class.!!,registration,low,email,online,12
MSG-01006,need help asap,technical_support,low,email,graduate,23
MSG-01007,The learning platform will not load my quiz and it is due this week???,technical_support,medium,chat,online,16
MSG-01008,I cannot access email from my phone after the security update.,technical_support,low,email,online,15
MSG-01009,"Hi team, Can an advisor check whether I am on track to graduate? Also, the graduation page is confuing. I already checked the student portal and could not find a clear answer.",academic_advising,medium,chat,undergraduate,2
MSG-01010,"My schedule has the wrong lab section and I need it fixed. Also, the add page is confusing. thx",registration,high,web_form,international,21
MSG-01011,"The portal shows an error code when I try to submit the form. Also, the email page is confusing.",technical_support,low,email,international,18
MSG-01012,"Hi team, Can an advisor check whether I am on track to graduate? Also, the overload page is confusing. I already checked the student portal and could not find a clear answer. pls",academic_advising,medium,chat,online,17
MSG-01013,i am not sure which requirement bio 101 satisfies for y major. next week is fine.,academic_advising,low,chat,online,20
MSG-01014,I need approval for an overload because this is my final semester.,academic_advising,low,email,graduate,22
MSG-01015,"can you point me to the right office for a campus policy issue? also, the question page is confusing. before friday.",general,medium,web_form,undergraduate,2
MSG-01016,"hi team, help i already checked the student portal and could not find a clear answer.",academic_advising,medium,email,undergraduate,0
MSG-01017,help,housing,low,chat,graduate,13
MSG-01018,I need an appointment because I have been feeling overwhelmed all week. I might lose access.,health_wellness,high,web_form,online,21
MSG-01019,"Can I talk to someone today about anxiety and missing classes? Also, the wellness page is confusing. right now.",health_wellness,high,chat,international,3
MSG-01020,Can someone explain why my scholarship disappeared from the bill? not urgent.,financial_aid,low,email,online,10
MSG-01021,"My campus login keeps failing even after I reset my password. Also, the MFA page is confusing. I am stuck.",technical_support,medium,web_form,international,7
MSG-01022,I am worried about a student who said they might hurt themselves.,health_wellness,high,web_form,undergraduate,22
MSG-01023,I am worried about a student who said they might hurt themselves. just checking.,health_wellness,low,email,international,10
MSG-01024,"Hi team, My schedule has the wrong lab section and I need it fixed. Also, the schedule page is confusing. just checking. I already checked the student portal and could not find a clear answer.",registration,low,chat,undergraduate,14
MSG-01025,I am not sure which requirement CHEM 110 satisfies for my major.,academic_advising,low,web_form,international,3
MSG-01026,can i move rooms because the noise is affecting my sleep?,housing,low,web_form,graduate,21
MSG-01027,My campus login keeps failing even after I reset my password. right now. :/,technical_support,high,web_form,international,11
MSG-01028,I am not sure which requirement CHEM 110 satisfies for my major.,academic_advising,medium,chat,online,7
MSG-01029,"I need help setting up a payment plan before classes start. Also, the FAFSA page is confusing.",financial_aid,high,email,international,12
MSG-01030,the waitlist says open but teh system will not let me add teh class.,registration,medium,email,undergraduate,20
MSG-01031,"My campus login keeps failing even after I reset my password. Also, the portal page is confusing.",technical_support,medium,chat,international,5
MSG-01032,The waitlist says open but the system will not let me add the class.,registration,low,chat,graduate,6
MSG-01033,"I have a question about student services and could use guidance. Also, the help page is confusing.",general,medium,email,graduate,10
MSG-01034,"Can someone explain why my scholarship disappeared from the bill? Also, the grant page is confusing.",financial_aid,high,email,online,7
MSG-01035,"Please let me know where this request should go. Also, the information page is confusing.",general,medium,web_form,international,5
MSG-01036,"Hi team, help I already checked the student portal and could not find a clear answer.",technical_support,low,chat,online,14
MSG-01037,"i need to drop a course before the deadline but the button is mising. also, the section page is confusing.",registration,medium,web_form,online,6
MSG-01038,the waitlist says open but the system will not let me add the class. emergency.,registration,high,web_form,graduate,13
MSG-01039,"Can you point me to the right office for a campus policy issue? Also, the information page is confusing.",general,low,web_form,international,13
MSG-01040,help,registration,medium,chat,online,23
MSG-01041,"Can I move rooms because the noise is affecting my sleep? Also, the roommate page is confusing.",housing,low,web_form,undergraduate,22
MSG-01042,I uploaded FAFSA documents but teh portal still says incomplete.,financial_aid,low,email,international,12
MSG-01043,I need to drop a course before the deadline but the button is missing.,registration,high,web_form,undergraduate,18
MSG-01044,"I need help setting up a payment plan before classes start. Also, the payment page is confusing.",financial_aid,low,web_form,international,8
MSG-01045,I have a question about student services and could use guidance.,general,medium,web_form,undergraduate,2
MSG-01046,need help asap thx,academic_advising,medium,web_form,graduate,7
MSG-01047,"hi team, i tested positive and need to know what to do about attendance. also, the urgent care page is confusing. i already checked the student portal and could not find a clear answer.",health_wellness,medium,email,undergraduate,7
MSG-01048,help,general,low,chat,international,1
MSG-01049,Please let me know where this request should go.,general,low,web_form,online,18
MSG-01050,"I cannot register for HIST 305 bc there is a hold on my account. Also, the add page is confusing.",registration,medium,chat,graduate,18
MSG-01051,"I need approval for an overload because this is my final semester Also, the degree audit page is confusing",academic_advising,low,email,online,20
MSG-01052,There is no hot water in my dorm and teh work order is still pending. when you have time.,housing,low,email,international,17
MSG-01053,I have a queston about student services and could use guidance. soon.,general,medium,web_form,undergraduate,8
MSG-01054,"The portal shows an error code when I try to submit the form. Also, the error page is confusing. today if possible.",technical_support,medium,web_form,undergraduate,18
MSG-01055,need help asap thx,registration,medium,chat,graduate,0
MSG-01056,My campus login keeps failing even after I reset my password.,technical_support,medium,chat,online,20
MSG-01057,"Hi team, confused about this I already checked the student portal and could not find a clear answer. pls",technical_support,high,web_form,online,0
MSG-01058,The waitlst says open but the system will not let me add the class. not urgent.,registration,low,email,international,8
MSG-01059,"I need help setting up a payment plan before classes start Also, the scholarship pae is confusing when you have time",financial_aid,low,web_form,graduate,4
MSG-01060,The portal shows an error code when I try to submit the form. before Friday.,technical_support,medium,email,international,0
MSG-01061,confused about this,registration,high,chat,online,22
MSG-01062,The learning platform will not load my quiz and it is due tomorrow,technical_support,low,chat,online,19
MSG-01063,My schedule has the wrong lab section and I need it fixed. next week is fine.,registration,low,email,undergraduate,6
MSG-01064,confused about this,academic_advising,low,email,graduate,17
MSG-01065,"I am worried about a student who said they might hurt themselves. Also, the anxiety page is confusing. deadline is tonight.",health_wellness,high,email,undergraduate,20
MSG-01066,"Hi team, There is no hot water in my dorm and the work order is still pending. I already checked the student portal and could not find a clear answer.",housing,low,chat,undergraduate,6
MSG-01067,I cannot access email rom my phone after the security update. before Friday.,technical_support,medium,web_form,international,3
MSG-01068,My roommate assignment changed and I never received an explanation.,housing,low,chat,international,15
MSG-01069,I want to change maors and need to know the next step.,academic_advising,medium,web_form,undergraduate,18
MSG-01070,"Can someone explain why my scholarship disappeared from the bill? Also, the FAFSA page is confusing.",financial_aid,low,web_form,graduate,6
MSG-01071,"Hi team, need help asap I already checked the student portal and could not find a clear answer.",health_wellness,high,email,graduate,2
MSG-01072,Please let me know where this request should go. when you have time.,general,low,chat,online,7
MSG-01073,help thx,academic_advising,medium,chat,online,23
MSG-01074,My campus login keeps failing even after I reset my password,technical_support,low,web_form,international,21
MSG-01075,help,registration,medium,chat,graduate,0
MSG-01076,I cannot register for BIO 101 because there is a hold on my account. not urgent.,registration,low,chat,online,13
MSG-01077,my roommate assignment changed and i never recieved an explanation.,housing,medium,chat,undergraduate,4
MSG-01078,"Hi, I am not sure who to contact about this question. Also, the help page is confusing.",general,low,email,international,14
MSG-01079,Can someone explain why my scholarship disappeared from the bill? not urgent,financial_aid,low,web_form,online,3
MSG-01080,Can you point me to teh rigt office for a campus policy issue? next week is fine.,general,low,web_form,online,2
MSG-01081,I need to request housing accommodation documentation review.,housing,low,email,international,20
MSG-01082,My schedule has the wrong lab section and I need it fixed. next week is fine.,registration,low,chat,online,4
MSG-01083,"My schedule has the wrong lab section and I need it fixed Also, the add page is confusing",registration,low,chat,online,22
MSG-01084,I am worried about a student who said they might hurt themselves.,health_wellness,high,chat,online,2
MSG-01085,the learning platform will not load my quiz and it is due tomorrow. soon.,technical_support,medium,email,international,1
MSG-01086,"My schedule has the wrong lab section and I need it fixed. Also, the waitlist page is confusing.",registration,medium,chat,international,9
MSG-01087,"Hi team, My campus login keeps failing even after I reset my password. I already checked the student portal and could not find a clear answer.",technical_support,low,web_form,graduate,23
MSG-01088,"hi team, i need help setting up a payment plan before classes start. also, teh bill page is confusing. i already checked teh student portal and could not find a clear answer.",financial_aid,medium,web_form,international,2
MSG-01089,I need an appointment because I have been feeling overwhelmed all week.,health_wellness,low,email,undergraduate,6
MSG-01090,"Hi team,Can someone explain why my scholarship disappeared from the bill? I already checked the student portal and could not find a clear answer.",financial_aid,high,email,graduate,3
MSG-01091,My campus login keeps failing even after I reset my password. I am stuck.,technical_support,medium,email,international,3
MSG-01092,i want to change majors and need to know the next step. next week is fine.,academic_advising,low,web_form,online,16
MSG-01093,"The portal shows an error code when I try to submit the form. Also, the MFA page is confusing.",technical_support,medium,email,online,8
MSG-01094,Can an advisor check whether I am on track to graduate?,academic_advising,medium,chat,online,16
MSG-01095,"Hi team, I uploaded FAFSA documents but the portal still says incomplete. not urgent. I already checked the student portal and could not find a clear answer.",financial_aid,low,web_form,online,17
MSG-01096,Can I move rooms because the noise is affecting my sleep?,housing,low,web_form,graduate,2
MSG-01097,"My schedule has the wrong lab section and I need it fixed. Also, the register page is confusing.",registration,medium,email,international,6
MSG-01098,"Hi team, The learning platform will not load my quiz and it is due tonight. I already checked the student portal and could not find a clear answer.",technical_support,medium,chat,graduate,1
MSG-01099,My aid package still has not posted and tuition is due in two days.,financial_aid,medium,email,international,17
MSG-01100,"My aid package still has not posted and tuition is due this week. Also, the bill page is confusing.",financial_aid,low,chat,international,23
MSG-01101,"The learning platform will not load my quiz and it is due tomorrow. Also, the MFA page is confusing. I might lose access.",technical_support,high,web_form,undergraduate,21
MSG-01102,"Can I talk to someone today about anxiety and missing classes? Also, the health page is confusing",health_wellness,medium,email,online,3
MSG-01103,"i need help setting up a payment plan before classes start. also, the payment page is confusing. pls",financial_aid,low,email,undergraduate,5
MSG-01104,"Hi, I am not sure who to contact about this question. Also, the services page is confusing. just checking.",general,low,email,international,1
MSG-01105,need help asap,housing,low,chat,graduate,6
MSG-01106,Please let me know where this request should go. pls,general,low,email,international,0
MSG-01107,"There is no hot water in my dorm and the work order is still pending. Also, the move-in page is confusing.",housing,low,chat,online,1
MSG-01108,"The portal shows an error code when I try to submit the form. Also, the portal page is confusing.",technical_support,medium,chat,graduate,14
MSG-01109,"the learning platform will not load my quiz and it is due tonight. also, the login page is confusing. just checking.",technical_support,low,email,international,5
MSG-01110,"Hi team, I am not sure which requirement ENG 201 satisfies for my major. just checking. I already checked the student portal and could not find a clear answer.",academic_advising,low,email,graduate,23
MSG-01111,My roommate assignment changed and I never received an explanation.,housing,high,email,online,6
MSG-01112,I need to request housing accommodation documentation review. soon.,housing,medium,chat,graduate,18
MSG-01113,"The waitlist says open but the system will not let me add the class. Also, the add page is confusing.",registration,medium,web_form,graduate,23
MSG-01114,can an advisor check whether i am on track to graduate? when you have time.,academic_advising,low,chat,online,20
MSG-01115,There is no hot water in my dorm and teh work order is still pending next week is fine,housing,low,web_form,online,11
MSG-01116,My campus login keeps failing even after I reset my password.,technical_support,high,chat,graduate,19
MSG-01117,"Hi team, My aid package still has not postedand tuition is due tonight. Also, the grant page is confusing. not urgent. I already checked the student portal and could not find a clear answer.",financial_aid,low,chat,undergraduate,3
MSG-01118,I need approval for an overload because this is my final semester.,academic_advising,medium,email,international,7
MSG-01119,can i move rooms bc the noise is affecting my sleep?,housing,low,chat,online,10
MSG-01120,Can you point me to the right office for a campus policy issue?,general,medium,chat,undergraduate,18
MSG-01121,confused about this,registration,medium,web_form,online,8
MSG-01122,need help asap!!,housing,medium,web_form,undergraduate,2
MSG-01123,"i need to request housing accommodation documentation review. also, the dorm page is confusing.",housing,low,web_form,online,20
MSG-01124,Can someone explain why my scholarship disappeared from the bill?,financial_aid,medium,email,undergraduate,9
MSG-01125,I need an appointment because I have been feeling overwhelmed all week. :/,health_wellness,medium,email,international,14
MSG-01126,The portal shows an error code when I try to submit the form.,technical_support,medium,chat,graduate,12
MSG-01127,I tested positive and need to know what to do about attendance. not urgent. :/,health_wellness,low,web_form,graduate,5
MSG-01128,I cannot register for CHEM 110 because there is a hold on my account.,registration,medium,email,undergraduate,2
MSG-01129,help,health_wellness,low,chat,undergraduate,8
MSG-01130,"hi team, hi, i am not sure who to contact about this question. also, the office page is confusing. i already checked the student portal and could not find a clear answer.",general,medium,email,international,6
MSG-01131,Can an advisor check whther I am on track to graduate? when you have time.,academic_advising,low,chat,online,3
MSG-01132,"hi, i am not sure who to contact about this question also, the help page is confusing",general,medium,chat,graduate,7
MSG-01133,"Hi team, The learning platform will not load my quiz and it is due tomorrow. I already checked the student portal and could not find a clear answer. pls",technical_support,low,chat,undergraduate,23
MSG-01134,My schedule has the wrong lab section and I need it fixed.,registration,low,chat,online,2
MSG-01135,"Hi team, I am not sure which requirement CHEM 110 satisfies for my major. I already checked the student portal and could not find a clear answer.",academic_advising,medium,chat,international,8
MSG-01136,"can someone explain why my scholarship disappeared from the bill? also, the payment page is confusing. i am stuck.",financial_aid,medium,web_form,international,23
MSG-01137,the waitlist says open but teh system will not let me add teh class. deadline is tonight.,registration,high,chat,international,15
MSG-01138,"hi team, my campus login keeps failing even after i reset my password i already checked the student portal and could not find a clear answer",technical_support,low,chat,online,23
MSG-01139,I uploaded FAFSA documents but the portal still says incomplete.,financial_aid,low,chat,graduate,21
MSG-01140,"Please let me know where this request should go. Also, the services page is confusing. thx",general,medium,email,undergraduate,0
MSG-01141,"I need an appointment because I have been feeling overwhelmed all week. Also, teh counseling page is confusing. I am stuck.",health_wellness,medium,web_form,graduate,6
MSG-01142,"Hi team, I need help setting up a payment plan before classes start. I already checked the student portal and could not find a clear answer.",financial_aid,medium,web_form,international,2
MSG-01143,I want to change majors and need to know the next step.,academic_advising,medium,email,online,12
MSG-01144,"I uploaded FAFSA documents but the portal still says incomplete. Also, the grant page is confusing. please call me ASAP. thx",financial_aid,high,chat,undergraduate,13
MSG-01145,my roommate assignment changed and i never received an explanation.,housing,low,email,graduate,15
MSG-01146,I uploaded FAFSA documents but the portal still says incomplete,financial_aid,low,web_form,graduate,2
MSG-01147,i cannot access email from my phone after the security update.,technical_support,low,email,undergraduate,11
MSG-01148,the waitlist says open but the system will not let me add the class.,registration,medium,chat,undergraduate,12
MSG-01149,I cannot access email from my phone after the ecurity update.,technical_support,high,web_form,graduate,20
MSG-01150,"Can an advisor check whetehr I am on track to graduate? Also, teh graduation page is confusing.",academic_advising,low,email,online,5
MSG-01151,"Hi team, Can I move rooms because the noise is affecting my sleep? Also, the work order page is confusing. I already checked the student portal and could not find a clear answer.",housing,low,web_form,graduate,20
MSG-01152,My campus login keeps failing even fter I reset my password :/,technical_support,medium,email,undergraduate,7
MSG-01153,"The learning platform will not load my quiz and it is due tonight. Also, the portal page is confusing.",technical_support,medium,email,undergraduate,5
MSG-01154,need help asap,financial_aid,medium,chat,undergraduate,7
MSG-01155,I want to change majors and need to know the next step. today if possible.,academic_advising,medium,web_form,online,11
MSG-01156,I need an appointment because I have been feeling overwhelmed all week.,health_wellness,medium,web_form,online,13
MSG-01157,can someone explain why my scholarship disappeared from the bill?,financial_aid,low,chat,graduate,4
MSG-01158,The learning platform will not load my quiz and it is due in two days.,technical_support,high,email,international,12
MSG-01159,Can an advisor check whether I am on track to graduate?,academic_advising,medium,chat,undergraduate,9
MSG-01160,"can someone explain why my scholarship disappeared from the bill? also, the fafsa page is confusing.!!",financial_aid,low,chat,international,1
MSG-01161,"hi team, the portal shows an error code when i try to submit the form also, the error page is confusing i already checked the student portal and could not find a clear answer",technical_support,medium,web_form,online,10
MSG-01162,"I need help setting up a payment plan before classes start. Also, the refund page is confusing. :/",financial_aid,medium,web_form,graduate,1
MSG-01163,Can an advisor check whether I am on track to graduate?,academic_advising,low,web_form,undergraduate,20
MSG-01164,Can you point me to the right office for a campus policy issue?,general,low,web_form,international,0
MSG-01165,need help asap thx,registration,medium,web_form,graduate,2
MSG-01166,"Hi team, I am not sure which requirement MATH 220 satisfies for my major I already checked the student portal and could not find a clear answer",academic_advising,high,email,online,6
MSG-01167,i need to drop a course before the deadline but the button is missing. next week is fine.,registration,low,email,graduate,10
MSG-01168,"Hi, I am not sure who to contact about this question Also, the campus page is confusing",general,high,web_form,graduate,21
MSG-01169,"Hi team, I uploaded FAFSA documents but the portal still says incomplete Also, the bill page is confusing today if possible I already checked the student portal and could not find a clear answer",financial_aid,medium,web_form,undergraduate,10
MSG-01170,i have a question about student services nd could use guidance. next week is fine.,general,low,email,international,10
